category	ensembl_gene_id	param_name	param_val
all	ENSDARG00000052402	maternal_half-life	8.09959589710352
all	ENSDARG00000056090	maternal_delay	270.606556232542
all	ENSDARG00000056090	maternal_half-life	76.472488196198
all	ENSDARG00000076857	maternal_delay	
all	ENSDARG00000076857	maternal_half-life	
all	ENSDARG00000041306	maternal_delay	290.036903652891
all	ENSDARG00000041306	maternal_half-life	70.8624894599111
all	ENSDARG00000043666	maternal_delay	274.523450602973
all	ENSDARG00000043666	maternal_half-life	22.0624368379255
all	ENSDARG00000021402	maternal_delay	282.981809044607
all	ENSDARG00000021402	maternal_half-life	34.9937922259052
all	ENSDARG00000030789	maternal_delay	265.635847452073
all	ENSDARG00000030789	maternal_half-life	20.0965783913879
all	ENSDARG00000062148	maternal_delay	271.195744148796
all	ENSDARG00000062148	maternal_half-life	19.3539130993257
all	ENSDARG00000002168	maternal_delay	286.523762063248
all	ENSDARG00000002168	maternal_half-life	53.512758802186
all	ENSDARG00000075989	maternal_delay	278.729815537028
all	ENSDARG00000075989	maternal_half-life	145.310714220272
all	ENSDARG00000086842	maternal_delay	273.527903628249
all	ENSDARG00000086842	maternal_half-life	44.7953531390367
all	ENSDARG00000014329	maternal_delay	279.254019861509
all	ENSDARG00000014329	maternal_half-life	85.4564630762459
all	ENSDARG00000020913	maternal_delay	278.002095786841
all	ENSDARG00000020913	maternal_half-life	16.6993160893425
all	ENSDARG00000059246	maternal_delay	278.81392622139
all	ENSDARG00000059246	maternal_half-life	4.18307454706201
all	ENSDARG00000098361	maternal_delay	
all	ENSDARG00000098361	maternal_half-life	200
all	ENSDARG00000015208	maternal_delay	293.156939912729
all	ENSDARG00000015208	maternal_half-life	47.9139868633582
all	ENSDARG00000102389	maternal_delay	
all	ENSDARG00000102389	maternal_half-life	
all	ENSDARG00000101877	maternal_delay	277.316806310772
all	ENSDARG00000101877	maternal_half-life	8.4618827758048
all	ENSDARG00000026577	maternal_delay	265.744966892279
all	ENSDARG00000026577	maternal_half-life	20.2369582797239
all	ENSDARG00000015990	maternal_delay	280.357080150885
all	ENSDARG00000015990	maternal_half-life	25.9712636416287
all	ENSDARG00000070437	maternal_delay	275.225522704496
all	ENSDARG00000070437	maternal_half-life	9.6717872391359
all	ENSDARG00000100528	maternal_delay	255.83215015763
all	ENSDARG00000100528	maternal_half-life	27.1281429285532
all	ENSDARG00000057940	maternal_delay	279.888200895718
all	ENSDARG00000057940	maternal_half-life	2.90085549822302
all	ENSDARG00000010098	maternal_delay	252.951932560278
all	ENSDARG00000010098	maternal_half-life	19.8588585425259
all	ENSDARG00000023299	maternal_delay	267.297949373674
all	ENSDARG00000023299	maternal_half-life	28.1082202390994
all	ENSDARG00000054154	maternal_delay	259.451969173272
all	ENSDARG00000054154	maternal_half-life	86.4046171732579
all	ENSDARG00000096631	maternal_delay	325.848043867256
all	ENSDARG00000096631	maternal_half-life	14.4627173725572
all	ENSDARG00000109510	maternal_delay	264.760182565144
all	ENSDARG00000109510	maternal_half-life	31.0622023229929
all	ENSDARG00000055630	maternal_delay	267.041789504838
all	ENSDARG00000055630	maternal_half-life	8.6181210023395
all	ENSDARG00000075559	maternal_delay	276.774562284216
all	ENSDARG00000075559	maternal_half-life	115.6287714543
all	ENSDARG00000037116	maternal_delay	
all	ENSDARG00000037116	maternal_half-life	
all	ENSDARG00000034768	maternal_delay	272.381378087511
all	ENSDARG00000034768	maternal_half-life	19.6530872184191
all	ENSDARG00000074686	maternal_delay	
all	ENSDARG00000074686	maternal_half-life	
all	ENSDARG00000095283	maternal_delay	
all	ENSDARG00000095283	maternal_half-life	
all	ENSDARG00000068064	maternal_delay	252.182774948029
all	ENSDARG00000068064	maternal_half-life	35.1840396546137
all	ENSDARG00000018989	maternal_delay	274.872129295511
all	ENSDARG00000018989	maternal_half-life	98.9313215798261
all	ENSDARG00000053194	maternal_delay	279.541516588001
all	ENSDARG00000053194	maternal_half-life	7.53071888500078
all	ENSDARG00000060016	maternal_delay	255.496061297745
all	ENSDARG00000060016	maternal_half-life	26.2776099506223
all	ENSDARG00000037677	maternal_delay	
all	ENSDARG00000037677	maternal_half-life	
all	ENSDARG00000034610	maternal_delay	
all	ENSDARG00000034610	maternal_half-life	
all	ENSDARG00000053569	maternal_delay	
all	ENSDARG00000053569	maternal_half-life	
all	ENSDARG00000086223	maternal_delay	
all	ENSDARG00000086223	maternal_half-life	
all	ENSDARG00000041689	maternal_delay	249.999997713819
all	ENSDARG00000041689	maternal_half-life	54.0341869015483
all	ENSDARG00000016724	maternal_delay	254.941491243723
all	ENSDARG00000016724	maternal_half-life	17.3606549263273
all	ENSDARG00000017710	maternal_delay	
all	ENSDARG00000017710	maternal_half-life	
all	ENSDARG00000101197	maternal_delay	
all	ENSDARG00000101197	maternal_half-life	
all	ENSDARG00000057691	maternal_delay	278.762467166395
all	ENSDARG00000057691	maternal_half-life	146.572858540253
all	ENSDARG00000006110	maternal_delay	
all	ENSDARG00000006110	maternal_half-life	
all	ENSDARG00000102307	maternal_delay	275.470463589647
all	ENSDARG00000102307	maternal_half-life	24.5076506206088
all	ENSDARG00000068436	maternal_delay	
all	ENSDARG00000068436	maternal_half-life	200
all	ENSDARG00000022430	maternal_delay	280.697808224754
all	ENSDARG00000022430	maternal_half-life	41.0468312294349
all	ENSDARG00000079717	maternal_delay	261.93585406244
all	ENSDARG00000079717	maternal_half-life	32.7826085753601
all	ENSDARG00000027099	maternal_delay	283.083579431347
all	ENSDARG00000027099	maternal_half-life	49.5378668138437
all	ENSDARG00000052673	maternal_delay	277.154013426162
all	ENSDARG00000052673	maternal_half-life	29.008080552985
all	ENSDARG00000100019	maternal_delay	247.661648870449
all	ENSDARG00000100019	maternal_half-life	18.3129838090118
all	ENSDARG00000044059	maternal_delay	
all	ENSDARG00000044059	maternal_half-life	
all	ENSDARG00000077530	maternal_delay	
all	ENSDARG00000077530	maternal_half-life	
all	ENSDARG00000044153	maternal_delay	266.766708640309
all	ENSDARG00000044153	maternal_half-life	43.8827588223622
all	ENSDARG00000060992	maternal_delay	
all	ENSDARG00000060992	maternal_half-life	
all	ENSDARG00000041081	maternal_delay	275.093381303657
all	ENSDARG00000041081	maternal_half-life	7.40602571123756
all	ENSDARG00000061159	maternal_delay	266.076988859782
all	ENSDARG00000061159	maternal_half-life	14.3029847363153
all	ENSDARG00000101216	maternal_delay	276.990389938741
all	ENSDARG00000101216	maternal_half-life	23.7288506630448
all	ENSDARG00000101029	maternal_delay	264.340531151871
all	ENSDARG00000101029	maternal_half-life	7.84774642367119
all	ENSDARG00000104837	maternal_delay	265.257374257071
all	ENSDARG00000104837	maternal_half-life	92.3682069067183
all	ENSDARG00000102365	maternal_delay	272.733789146919
all	ENSDARG00000102365	maternal_half-life	29.4768766499925
all	ENSDARG00000063535	maternal_delay	272.912898409042
all	ENSDARG00000063535	maternal_half-life	87.0603854907038
all	ENSDARG00000058089	maternal_delay	284.013065846174
all	ENSDARG00000058089	maternal_half-life	33.3193792090267
all	ENSDARG00000101323	maternal_delay	
all	ENSDARG00000101323	maternal_half-life	
all	ENSDARG00000032651	maternal_delay	
all	ENSDARG00000032651	maternal_half-life	
all	ENSDARG00000023472	maternal_delay	
all	ENSDARG00000023472	maternal_half-life	200
all	ENSDARG00000070426	maternal_delay	263.043983043396
all	ENSDARG00000070426	maternal_half-life	18.9519275653605
all	ENSDARG00000019529	maternal_delay	
all	ENSDARG00000019529	maternal_half-life	200
all	ENSDARG00000007901	maternal_delay	278.888776047702
all	ENSDARG00000007901	maternal_half-life	4.55012104658583
all	ENSDARG00000043257	maternal_delay	283.403974198513
all	ENSDARG00000043257	maternal_half-life	64.9615379923015
all	ENSDARG00000029150	maternal_delay	269.999999999988
all	ENSDARG00000029150	maternal_half-life	143.39899307389
all	ENSDARG00000042187	maternal_delay	277.19405732494
all	ENSDARG00000042187	maternal_half-life	22.7024880185389
all	ENSDARG00000044949	maternal_delay	276.809649570069
all	ENSDARG00000044949	maternal_half-life	8.43580439858571
all	ENSDARG00000006395	maternal_delay	276.42326280825
all	ENSDARG00000006395	maternal_half-life	35.4360842213209
all	ENSDARG00000022996	maternal_delay	274.936275252277
all	ENSDARG00000022996	maternal_half-life	19.7776267789988
all	ENSDARG00000078435	maternal_delay	
all	ENSDARG00000078435	maternal_half-life	
all	ENSDARG00000005945	maternal_delay	300
all	ENSDARG00000005945	maternal_half-life	76.4670368730027
all	ENSDARG00000044380	maternal_delay	
all	ENSDARG00000044380	maternal_half-life	
all	ENSDARG00000098935	maternal_delay	260.242315667744
all	ENSDARG00000098935	maternal_half-life	40.3854637179252
all	ENSDARG00000117089	maternal_delay	268.705388381391
all	ENSDARG00000117089	maternal_half-life	14.6509004483413
all	ENSDARG00000045567	maternal_delay	274.621905167222
all	ENSDARG00000045567	maternal_half-life	16.2052843608721
all	ENSDARG00000008255	maternal_delay	275.081841205065
all	ENSDARG00000008255	maternal_half-life	16.3669308471841
all	ENSDARG00000017843	maternal_delay	
all	ENSDARG00000017843	maternal_half-life	200
all	ENSDARG00000101044	maternal_delay	
all	ENSDARG00000101044	maternal_half-life	
all	ENSDARG00000090747	maternal_delay	
all	ENSDARG00000090747	maternal_half-life	
all	ENSDARG00000004840	maternal_delay	
all	ENSDARG00000004840	maternal_half-life	
all	ENSDARG00000042484	maternal_delay	273.014306877397
all	ENSDARG00000042484	maternal_half-life	60.1057832429911
all	ENSDARG00000062152	maternal_delay	267.179274422724
all	ENSDARG00000062152	maternal_half-life	24.5638127654595
all	ENSDARG00000003952	maternal_delay	269.33569977892
all	ENSDARG00000003952	maternal_half-life	25.2420905661281
all	ENSDARG00000019404	maternal_delay	260.66385422123
all	ENSDARG00000019404	maternal_half-life	17.6448376851602
all	ENSDARG00000094469	maternal_delay	273.955260680243
all	ENSDARG00000094469	maternal_half-life	25.9279958528789
all	ENSDARG00000078654	maternal_delay	264.526300137268
all	ENSDARG00000078654	maternal_half-life	15.011159203927
all	ENSDARG00000037773	maternal_delay	272.20269826508
all	ENSDARG00000037773	maternal_half-life	12.518779818692
all	ENSDARG00000039931	maternal_delay	274.678218931046
all	ENSDARG00000039931	maternal_half-life	10.758185840858
all	ENSDARG00000045294	maternal_delay	276.097331575288
all	ENSDARG00000045294	maternal_half-life	32.2547478061817
all	ENSDARG00000055903	maternal_delay	299.999999912857
all	ENSDARG00000055903	maternal_half-life	126.884350514813
all	ENSDARG00000045444	maternal_delay	
all	ENSDARG00000045444	maternal_half-life	
all	ENSDARG00000044488	maternal_delay	
all	ENSDARG00000044488	maternal_half-life	
all	ENSDARG00000016239	maternal_delay	
all	ENSDARG00000016239	maternal_half-life	
all	ENSDARG00000033596	maternal_delay	276.235633731521
all	ENSDARG00000033596	maternal_half-life	11.3191029947214
all	ENSDARG00000104034	maternal_delay	289.349263259362
all	ENSDARG00000104034	maternal_half-life	208.50771905167
all	ENSDARG00000003398	maternal_delay	271.75619287243
all	ENSDARG00000003398	maternal_half-life	11.2674624621588
all	ENSDARG00000017744	maternal_delay	273.181839853782
all	ENSDARG00000017744	maternal_half-life	43.4980264729199
all	ENSDARG00000087333	maternal_delay	272.16069508724
all	ENSDARG00000087333	maternal_half-life	44.2049763014502
all	ENSDARG00000004427	maternal_delay	270.620374310533
all	ENSDARG00000004427	maternal_half-life	71.1487617597031
all	ENSDARG00000060501	maternal_delay	285.909509117687
all	ENSDARG00000060501	maternal_half-life	37.3092321175608
all	ENSDARG00000104907	maternal_delay	253.010615851415
all	ENSDARG00000104907	maternal_half-life	17.9269443454221
all	ENSDARG00000039424	maternal_delay	265.867835511
all	ENSDARG00000039424	maternal_half-life	58.5893752787063
all	ENSDARG00000029248	maternal_delay	306.327646036807
all	ENSDARG00000029248	maternal_half-life	71.8287937481401
all	ENSDARG00000012682	maternal_delay	280.373022954397
all	ENSDARG00000012682	maternal_half-life	65.9860981555049
all	ENSDARG00000061048	maternal_delay	272.553527576204
all	ENSDARG00000061048	maternal_half-life	11.1362570468883
all	ENSDARG00000079725	maternal_delay	
all	ENSDARG00000079725	maternal_half-life	
all	ENSDARG00000014986	maternal_delay	276.096915405107
all	ENSDARG00000014986	maternal_half-life	51.3543276221033
all	ENSDARG00000019335	maternal_delay	
all	ENSDARG00000019335	maternal_half-life	
all	ENSDARG00000029292	maternal_delay	273.677286984169
all	ENSDARG00000029292	maternal_half-life	26.063914667968
all	ENSDARG00000100741	maternal_delay	265.379457178817
all	ENSDARG00000100741	maternal_half-life	24.6171889464167
all	ENSDARG00000075211	maternal_delay	275.926771892381
all	ENSDARG00000075211	maternal_half-life	56.9436514444974
all	ENSDARG00000060041	maternal_delay	282.850718236266
all	ENSDARG00000060041	maternal_half-life	75.300231067274
all	ENSDARG00000025372	maternal_delay	
all	ENSDARG00000025372	maternal_half-life	
all	ENSDARG00000013161	maternal_delay	286.118551597822
all	ENSDARG00000013161	maternal_half-life	24.1869634805896
all	ENSDARG00000093622	maternal_delay	284.515029307887
all	ENSDARG00000093622	maternal_half-life	16.2333452015238
all	ENSDARG00000077291	maternal_delay	279.999997581847
all	ENSDARG00000077291	maternal_half-life	10.5211980615191
all	ENSDARG00000019507	maternal_delay	264.601095771264
all	ENSDARG00000019507	maternal_half-life	18.4174972574758
all	ENSDARG00000004189	maternal_delay	268.303747199658
all	ENSDARG00000004189	maternal_half-life	49.2655008351076
all	ENSDARG00000096689	maternal_delay	264.880002191447
all	ENSDARG00000096689	maternal_half-life	9.46499462577428
all	ENSDARG00000037909	maternal_delay	267.9047002753
all	ENSDARG00000037909	maternal_half-life	14.6467301058723
all	ENSDARG00000037919	maternal_delay	278.087273913577
all	ENSDARG00000037919	maternal_half-life	6.61693502241365
all	ENSDARG00000052649	maternal_delay	243.994026758214
all	ENSDARG00000052649	maternal_half-life	48.3576102169099
all	ENSDARG00000053058	maternal_delay	259.999998102589
all	ENSDARG00000053058	maternal_half-life	57.8995956230419
all	ENSDARG00000005254	maternal_delay	281.465320543438
all	ENSDARG00000005254	maternal_half-life	68.2254412299175
all	ENSDARG00000054833	maternal_delay	270
all	ENSDARG00000054833	maternal_half-life	24.6525890771469
all	ENSDARG00000007449	maternal_delay	
all	ENSDARG00000007449	maternal_half-life	
all	ENSDARG00000040650	maternal_delay	275.892513611819
all	ENSDARG00000040650	maternal_half-life	4.90797852073647
all	ENSDARG00000006642	maternal_delay	268.562479145438
all	ENSDARG00000006642	maternal_half-life	30.9199385947149
all	ENSDARG00000102827	maternal_delay	267.727089201426
all	ENSDARG00000102827	maternal_half-life	43.994443213452
all	ENSDARG00000069878	maternal_delay	290.139046892283
all	ENSDARG00000069878	maternal_half-life	61.3713057356596
all	ENSDARG00000006567	maternal_delay	279.840522046544
all	ENSDARG00000006567	maternal_half-life	4.73723841121627
all	ENSDARG00000045755	maternal_delay	
all	ENSDARG00000045755	maternal_half-life	
all	ENSDARG00000007413	maternal_delay	263.655029455952
all	ENSDARG00000007413	maternal_half-life	20.4898667983256
all	ENSDARG00000058127	maternal_delay	284.802776517636
all	ENSDARG00000058127	maternal_half-life	16.4222381819543
all	ENSDARG00000031346	maternal_delay	274.328038071419
all	ENSDARG00000031346	maternal_half-life	26.529625855005
all	ENSDARG00000076082	maternal_delay	
all	ENSDARG00000076082	maternal_half-life	
all	ENSDARG00000020504	maternal_delay	265.365255879469
all	ENSDARG00000020504	maternal_half-life	65.9009263881465
all	ENSDARG00000100573	maternal_delay	
all	ENSDARG00000100573	maternal_half-life	
all	ENSDARG00000035559	maternal_delay	303.072164899752
all	ENSDARG00000035559	maternal_half-life	105.594582881386
all	ENSDARG00000004256	maternal_delay	
all	ENSDARG00000004256	maternal_half-life	
all	ENSDARG00000035146	maternal_delay	283.239713335306
all	ENSDARG00000035146	maternal_half-life	45.5904841883205
all	ENSDARG00000101808	maternal_delay	280.176868708934
all	ENSDARG00000101808	maternal_half-life	169.985142053426
all	ENSDARG00000094300	maternal_delay	244.558354883951
all	ENSDARG00000094300	maternal_half-life	16.7614043408386
all	ENSDARG00000020465	maternal_delay	274.791178560401
all	ENSDARG00000020465	maternal_half-life	71.1732762685341
all	ENSDARG00000022399	maternal_delay	269.03033482639
all	ENSDARG00000022399	maternal_half-life	23.6929037018133
all	ENSDARG00000017703	maternal_delay	261.389903518524
all	ENSDARG00000017703	maternal_half-life	44.1617180662085
all	ENSDARG00000051916	maternal_delay	
all	ENSDARG00000051916	maternal_half-life	
all	ENSDARG00000042534	maternal_delay	279.999999991495
all	ENSDARG00000042534	maternal_half-life	6.58586490188779
all	ENSDARG00000039578	maternal_delay	275.898382553104
all	ENSDARG00000039578	maternal_half-life	107.164519296836
all	ENSDARG00000075569	maternal_delay	275.853169808791
all	ENSDARG00000075569	maternal_half-life	11.9342160152489
all	ENSDARG00000013144	maternal_delay	
all	ENSDARG00000013144	maternal_half-life	
all	ENSDARG00000092660	maternal_delay	
all	ENSDARG00000092660	maternal_half-life	
all	ENSDARG00000009447	maternal_delay	278.999326164366
all	ENSDARG00000009447	maternal_half-life	101.213156407597
all	ENSDARG00000105098	maternal_delay	277.347268704446
all	ENSDARG00000105098	maternal_half-life	11.8019094964502
all	ENSDARG00000009830	maternal_delay	279.068011221444
all	ENSDARG00000009830	maternal_half-life	145.334421220166
all	ENSDARG00000015422	maternal_delay	275.677112747468
all	ENSDARG00000015422	maternal_half-life	10.3992298786788
all	ENSDARG00000074337	maternal_delay	
all	ENSDARG00000074337	maternal_half-life	
all	ENSDARG00000018049	maternal_delay	278.004834171884
all	ENSDARG00000018049	maternal_half-life	92.1064527839626
all	ENSDARG00000091831	maternal_delay	268.153031339306
all	ENSDARG00000091831	maternal_half-life	17.6612110673253
all	ENSDARG00000000442	maternal_delay	263.635993742715
all	ENSDARG00000000442	maternal_half-life	37.5548512840485
all	ENSDARG00000052244	maternal_delay	261.706692609272
all	ENSDARG00000052244	maternal_half-life	30.120973787615
all	ENSDARG00000007745	maternal_delay	265.008504328452
all	ENSDARG00000007745	maternal_half-life	36.1707207035928
all	ENSDARG00000098378	maternal_delay	286.576055302216
all	ENSDARG00000098378	maternal_half-life	64.1731313816197
all	ENSDARG00000036055	maternal_delay	263.500954447253
all	ENSDARG00000036055	maternal_half-life	18.4070755979421
all	ENSDARG00000004713	maternal_delay	269.343681560481
all	ENSDARG00000004713	maternal_half-life	7.93046832806526
all	ENSDARG00000015392	maternal_delay	305.554431510727
all	ENSDARG00000015392	maternal_half-life	52.3967001533605
all	ENSDARG00000042927	maternal_delay	264.820493605396
all	ENSDARG00000042927	maternal_half-life	16.610585695759
all	ENSDARG00000068415	maternal_delay	266.332112713744
all	ENSDARG00000068415	maternal_half-life	21.9219830362117
all	ENSDARG00000043554	maternal_delay	
all	ENSDARG00000043554	maternal_half-life	
all	ENSDARG00000007323	maternal_delay	290
all	ENSDARG00000007323	maternal_half-life	119.073483870451
all	ENSDARG00000012519	maternal_delay	273.556034748171
all	ENSDARG00000012519	maternal_half-life	27.8085341500441
all	ENSDARG00000058000	maternal_delay	267.448404141952
all	ENSDARG00000058000	maternal_half-life	17.8008111027929
all	ENSDARG00000068572	maternal_delay	273.888565972376
all	ENSDARG00000068572	maternal_half-life	8.01975930941486
all	ENSDARG00000009629	maternal_delay	280.420161878703
all	ENSDARG00000009629	maternal_half-life	29.8277373046926
all	ENSDARG00000022684	maternal_delay	251.896346259347
all	ENSDARG00000022684	maternal_half-life	198.758087408853
all	ENSDARG00000035810	maternal_delay	
all	ENSDARG00000035810	maternal_half-life	
all	ENSDARG00000040584	maternal_delay	272.619541875487
all	ENSDARG00000040584	maternal_half-life	27.1140260739159
all	ENSDARG00000062650	maternal_delay	273.105665965222
all	ENSDARG00000062650	maternal_half-life	18.275128486855
all	ENSDARG00000056141	maternal_delay	271.462717837797
all	ENSDARG00000056141	maternal_half-life	15.470065274929
all	ENSDARG00000012244	maternal_delay	289.999999999949
all	ENSDARG00000012244	maternal_half-life	70.750370107798
all	ENSDARG00000076571	maternal_delay	
all	ENSDARG00000076571	maternal_half-life	
all	ENSDARG00000039345	maternal_delay	278.212178677208
all	ENSDARG00000039345	maternal_half-life	38.5222841611658
all	ENSDARG00000017230	maternal_delay	264.811870536698
all	ENSDARG00000017230	maternal_half-life	16.8858528140439
all	ENSDARG00000037229	maternal_delay	275.526778003368
all	ENSDARG00000037229	maternal_half-life	45.6335948699775
all	ENSDARG00000058226	maternal_delay	
all	ENSDARG00000058226	maternal_half-life	
all	ENSDARG00000070083	maternal_delay	267.403769999799
all	ENSDARG00000070083	maternal_half-life	23.7022646892001
all	ENSDARG00000089681	maternal_delay	295.166956395967
all	ENSDARG00000089681	maternal_half-life	71.0118215649785
all	ENSDARG00000011613	maternal_delay	292.734123952242
all	ENSDARG00000011613	maternal_half-life	15.2705569915477
all	ENSDARG00000070545	maternal_delay	269.999999707184
all	ENSDARG00000070545	maternal_half-life	89.6031229995661
all	ENSDARG00000086826	maternal_delay	
all	ENSDARG00000086826	maternal_half-life	
all	ENSDARG00000063100	maternal_delay	266.188131558216
all	ENSDARG00000063100	maternal_half-life	32.0272616903704
all	ENSDARG00000045219	maternal_delay	
all	ENSDARG00000045219	maternal_half-life	
all	ENSDARG00000115271	maternal_delay	
all	ENSDARG00000115271	maternal_half-life	200
all	ENSDARG00000075340	maternal_delay	
all	ENSDARG00000075340	maternal_half-life	
all	ENSDARG00000071566	maternal_delay	315.712568250515
all	ENSDARG00000071566	maternal_half-life	46.1898807581931
all	ENSDARG00000099966	maternal_delay	275.868126214404
all	ENSDARG00000099966	maternal_half-life	35.3297883557902
all	ENSDARG00000092546	maternal_delay	273.119721093937
all	ENSDARG00000092546	maternal_half-life	30.8606595726118
all	ENSDARG00000056270	maternal_delay	264.45351920961
all	ENSDARG00000056270	maternal_half-life	11.0146304538818
